#,Name,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,image_url,Vgc2022Rules,MonthlyUsageMarch2022,UsagePercentMarch2022,MonthlyRankMarch2022
473,Mamoswine,Mamoswine,,4,Common,Ice,Ground,530.0,110.0,130.0,80.0,70.0,60.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/mamoswine.png,Permitted,16,1,64
474,Porygon-Z,Porygon-Z,,4,Common,Normal,,535.0,85.0,80.0,70.0,135.0,75.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/porygon-z.png,Permitted,7,0,151
475,Gallade,Gallade,,4,Common,Psychic,Fighting,518.0,68.0,125.0,65.0,65.0,115.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/gallade.png,Permitted,-,-,-
475,Mega Gallade,Gallade,Mega,6,Common,Psychic,Fighting,618.0,68.0,165.0,95.0,65.0,115.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/gallade-mega.png,Banned,,,
476,Probopass,Probopass,,4,Common,Rock,Steel,525.0,60.0,55.0,145.0,75.0,150.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/probopass.png,,,,
477,Dusknoir,Dusknoir,,4,Common,Ghost,,525.0,45.0,100.0,135.0,65.0,135.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/dusknoir.png,Permitted,-,-,-
478,Froslass,Froslass,,4,Common,Ice,Ghost,480.0,70.0,80.0,70.0,80.0,70.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/froslass.png,Permitted,4,0,159
479,Fan Rotom,Rotom,Fan,4,Common,Electric,Flying,520.0,50.0,65.0,107.0,105.0,107.0,86.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-fan.png,,-,-,-
479,Frost Rotom,Rotom,Frost,4,Common,Electric,Ice,520.0,50.0,65.0,107.0,105.0,107.0,86.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-frost.png,,-,-,-
479,Wash Rotom,Rotom,Wash,4,Common,Electric,Water,520.0,50.0,65.0,107.0,105.0,107.0,86.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-wash.png,,16,0,110
479,Heat Rotom,Rotom,Heat,4,Common,Electric,Fire,520.0,50.0,65.0,107.0,105.0,107.0,86.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-heat.png,,43,1,48
479,Rotom,Rotom,,4,Common,Electric,Ghost,440.0,50.0,50.0,77.0,95.0,77.0,91.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom.png,Permitted,,,
479,Mow Rotom,Rotom,Mow,4,Common,Electric,Grass,520.0,50.0,65.0,107.0,105.0,107.0,86.0,https://img.pokemondb.net/sprites/sword-shield/icon/rotom-mow.png,,3,0,213
480,Uxie,Uxie,,4,Legendary,Psychic,,580.0,75.0,75.0,130.0,75.0,130.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/uxie.png,Permitted,,,
481,Mesprit,Mesprit,,4,Legendary,Psychic,,580.0,80.0,105.0,105.0,105.0,105.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/mesprit.png,Permitted,,,
482,Azelf,Azelf,,4,Legendary,Psychic,,580.0,75.0,125.0,70.0,125.0,70.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/azelf.png,Permitted,,,
483,Dialga,Dialga,,4,Legendary,Steel,Dragon,680.0,100.0,120.0,120.0,150.0,100.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/dialga.png,Restricted (players can include two Restricted Pokémon in their team),130,4,29
483,Dialga Origin Forme,Dialga,Origin Forme,4,Legendary,Steel,Dragon,680.0,100.0,100.0,120.0,150.0,120.0,90.0,https://img.pokemondb.net/s.png,,,,
484,Palkia Origin Forme,Palkia,Origin Forme,4,Legendary,Water,Dragon,680.0,90.0,100.0,100.0,150.0,120.0,120.0,https://img.pokemondb.net/s.png,,,,
484,Palkia,Palkia,,4,Legendary,Water,Dragon,680.0,90.0,120.0,100.0,150.0,120.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/palkia.png,Restricted (players can include two Restricted Pokémon in their team),195,9,18
485,Heatran,Heatran,,4,Legendary,Fire,Steel,600.0,91.0,90.0,106.0,130.0,106.0,77.0,https://img.pokemondb.net/sprites/sword-shield/icon/heatran.png,Permitted,9,0,179
486,Regigigas,Regigigas,,4,Legendary,Normal,,670.0,110.0,160.0,110.0,80.0,110.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/regigigas.png,,37,1,50
487,Giratina Origin Forme,Giratina,Origin Forme,4,Legendary,Ghost,Dragon,680.0,150.0,120.0,100.0,120.0,100.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-origin.png,,16,0,123
487,Giratina Altered Forme,Giratina,Altered Forme,4,Legendary,Ghost,Dragon,680.0,150.0,100.0,120.0,100.0,120.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/giratina-altered.png,,9,0,190
488,Cresselia,Cresselia,,4,Legendary,Psychic,,600.0,120.0,70.0,120.0,75.0,130.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/cresselia.png,Permitted,10,0,195
489,Phione,Phione,,4,Mythical,Water,,480.0,80.0,80.0,80.0,80.0,80.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/phione.png,,,,
490,Manaphy,Manaphy,,4,Mythical,Water,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/manaphy.png,,,,
491,Darkrai,Darkrai,,4,Mythical,Dark,,600.0,70.0,90.0,90.0,135.0,90.0,125.0,https://img.pokemondb.net/sprites/sword-shield/icon/darkrai.png,,,,
492,Shaymin Land Forme,Shaymin,Land Forme,4,Mythical,Grass,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-land.png,,,,
492,Shaymin Sky Forme,Shaymin,Sky Forme,4,Mythical,Grass,Flying,600.0,100.0,103.0,75.0,120.0,75.0,127.0,https://img.pokemondb.net/sprites/sword-shield/icon/shaymin-sky.png,,,,
493,Arceus,Arceus,,4,Mythical,Normal,,720.0,120.0,120.0,120.0,120.0,120.0,120.0,https://img.pokemondb.net/sprites/sword-shield/icon/arceus.png,,,,
494,Victini,Victini,,5,Mythical,Psychic,Fire,600.0,100.0,100.0,100.0,100.0,100.0,100.0,https://img.pokemondb.net/sprites/sword-shield/icon/victini.png,Banned,,,
495,Snivy,Snivy,,5,Common,Grass,,308.0,45.0,45.0,55.0,45.0,55.0,63.0,https://img.pokemondb.net/sprites/sword-shield/icon/snivy.png,,,,
496,Servine,Servine,,5,Common,Grass,,413.0,60.0,60.0,75.0,60.0,75.0,83.0,https://img.pokemondb.net/sprites/sword-shield/icon/servine.png,,,,
497,Serperior,Serperior,,5,Common,Grass,,528.0,75.0,75.0,95.0,75.0,95.0,113.0,https://img.pokemondb.net/sprites/sword-shield/icon/serperior.png,,,,
498,Tepig,Tepig,,5,Common,Fire,,308.0,65.0,63.0,45.0,45.0,45.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/tepig.png,,,,
499,Pignite,Pignite,,5,Common,Fire,Fighting,418.0,90.0,93.0,55.0,70.0,55.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/pignite.png,,,,
500,Emboar,Emboar,,5,Common,Fire,Fighting,528.0,110.0,123.0,65.0,100.0,65.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/emboar.png,,,,
501,Oshawott,Oshawott,,5,Common,Water,,308.0,55.0,55.0,45.0,63.0,45.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/oshawott.png,,,,
502,Dewott,Dewott,,5,Common,Water,,413.0,75.0,75.0,60.0,83.0,60.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/dewott.png,,,,
503,Samurott,Samurott,,5,Common,Water,,528.0,95.0,100.0,85.0,108.0,70.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/samurott.png,,,,
503,Hisuian Samurott,Samurott,Hisuian,5,Common,Water,Dark,528.0,90.0,108.0,80.0,100.0,65.0,85.0,https://img.pokemondb.net/s.png,,,,
504,Patrat,Patrat,,5,Common,Normal,,255.0,45.0,55.0,39.0,35.0,39.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/patrat.png,,,,
505,Watchog,Watchog,,5,Common,Normal,,420.0,60.0,85.0,69.0,60.0,69.0,77.0,https://img.pokemondb.net/sprites/sword-shield/icon/watchog.png,,,,
506,Lillipup,Lillipup,,5,Common,Normal,,275.0,45.0,60.0,45.0,25.0,45.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/lillipup.png,Permitted,,,
507,Herdier,Herdier,,5,Common,Normal,,370.0,65.0,80.0,65.0,35.0,65.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/herdier.png,Permitted,,,
508,Stoutland,Stoutland,,5,Common,Normal,,500.0,85.0,110.0,90.0,45.0,90.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/stoutland.png,Permitted,-,-,-
509,Purrloin,Purrloin,,5,Common,Dark,,281.0,41.0,50.0,37.0,50.0,37.0,66.0,https://img.pokemondb.net/sprites/sword-shield/icon/purrloin.png,Permitted,,,
510,Liepard,Liepard,,5,Common,Dark,,446.0,64.0,88.0,50.0,88.0,50.0,106.0,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png,Permitted,16,0,82
511,Pansage,Pansage,,5,Common,Grass,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png,,,,
512,Simisage,Simisage,,5,Common,Grass,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png,,,,
513,Pansear,Pansear,,5,Common,Fire,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png,,,,
514,Simisear,Simisear,,5,Common,Fire,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png,,,,
515,Panpour,Panpour,,5,Common,Water,,316.0,50.0,53.0,48.0,53.0,48.0,64.0,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png,,,,
516,Simipour,Simipour,,5,Common,Water,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png,,,,
517,Munna,Munna,,5,Common,Psychic,,292.0,76.0,25.0,45.0,67.0,55.0,24.0,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png,Permitted,,,
518,Musharna,Musharna,,5,Common,Psychic,,487.0,116.0,55.0,85.0,107.0,95.0,29.0,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png,Permitted,,,
519,Pidove,Pidove,,5,Common,Normal,Flying,264.0,50.0,55.0,50.0,36.0,30.0,43.0,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png,Permitted,,,
520,Tranquill,Tranquill,,5,Common,Normal,Flying,358.0,62.0,77.0,62.0,50.0,42.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png,Permitted,,,
521,Unfezant,Unfezant,,5,Common,Normal,Flying,488.0,80.0,115.0,80.0,65.0,55.0,93.0,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png,Permitted,-,-,-
522,Blitzle,Blitzle,,5,Common,Electric,,295.0,45.0,60.0,32.0,50.0,32.0,76.0,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png,,,,
523,Zebstrika,Zebstrika,,5,Common,Electric,,497.0,75.0,100.0,63.0,80.0,63.0,116.0,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png,,,,
524,Roggenrola,Roggenrola,,5,Common,Rock,,280.0,55.0,75.0,85.0,25.0,25.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png,Permitted,,,
525,Boldore,Boldore,,5,Common,Rock,,390.0,70.0,105.0,105.0,50.0,40.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png,Permitted,,,
526,Gigalith,Gigalith,,5,Common,Rock,,515.0,85.0,135.0,130.0,60.0,80.0,25.0,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png,Permitted,4,0,160
527,Woobat,Woobat,,5,Common,Psychic,Flying,323.0,65.0,45.0,43.0,55.0,43.0,72.0,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png,Permitted,,,
528,Swoobat,Swoobat,,5,Common,Psychic,Flying,425.0,67.0,57.0,55.0,77.0,55.0,114.0,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png,Permitted,2,0,191
529,Drilbur,Drilbur,,5,Common,Ground,,328.0,60.0,85.0,40.0,30.0,45.0,68.0,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png,Permitted,,,
530,Excadrill,Excadrill,,5,Common,Ground,Steel,508.0,110.0,135.0,60.0,50.0,65.0,88.0,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png,Permitted,10,0,140
531,Mega Audino,Audino,Mega,6,Common,Normal,Fairy,545.0,103.0,60.0,126.0,80.0,126.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/audino-mega.png,Banned,,,
531,Audino,Audino,,5,Common,Normal,,445.0,103.0,60.0,86.0,60.0,86.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png,Permitted,,,
532,Timburr,Timburr,,5,Common,Fighting,,305.0,75.0,80.0,55.0,25.0,35.0,35.0,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png,Permitted,,,
533,Gurdurr,Gurdurr,,5,Common,Fighting,,405.0,85.0,105.0,85.0,40.0,50.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png,Permitted,,,
534,Conkeldurr,Conkeldurr,,5,Common,Fighting,,505.0,105.0,140.0,95.0,55.0,65.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png,Permitted,10,0,198
535,Tympole,Tympole,,5,Common,Water,,294.0,50.0,50.0,40.0,50.0,40.0,64.0,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png,Permitted,,,
536,Palpitoad,Palpitoad,,5,Common,Water,Ground,384.0,75.0,65.0,55.0,65.0,55.0,69.0,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png,Permitted,,,
537,Seismitoad,Seismitoad,,5,Common,Water,Ground,509.0,105.0,95.0,75.0,85.0,75.0,74.0,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png,Permitted,59,1,46
538,Throh,Throh,,5,Common,Fighting,,465.0,120.0,100.0,85.0,30.0,85.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png,Permitted,,,
539,Sawk,Sawk,,5,Common,Fighting,,465.0,75.0,125.0,75.0,30.0,75.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png,Permitted,,,
540,Sewaddle,Sewaddle,,5,Common,Bug,Grass,310.0,45.0,53.0,70.0,40.0,60.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png,,,,
541,Swadloon,Swadloon,,5,Common,Bug,Grass,380.0,55.0,63.0,90.0,50.0,80.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png,,,,
542,Leavanny,Leavanny,,5,Common,Bug,Grass,500.0,75.0,103.0,80.0,70.0,80.0,92.0,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png,,,,
543,Venipede,Venipede,,5,Common,Bug,Poison,260.0,30.0,45.0,59.0,30.0,39.0,57.0,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png,Permitted,,,
544,Whirlipede,Whirlipede,,5,Common,Bug,Poison,360.0,40.0,55.0,99.0,40.0,79.0,47.0,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png,Permitted,,,
545,Scolipede,Scolipede,,5,Common,Bug,Poison,485.0,60.0,100.0,89.0,55.0,69.0,112.0,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png,Permitted,-,-,-
546,Cottonee,Cottonee,,5,Common,Grass,Fairy,280.0,40.0,27.0,60.0,37.0,50.0,66.0,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png,Permitted,,,
547,Whimsicott,Whimsicott,,5,Common,Grass,Fairy,480.0,60.0,67.0,85.0,77.0,75.0,116.0,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png,Permitted,425,17,15
548,Petilil,Petilil,,5,Common,Grass,,280.0,45.0,35.0,50.0,70.0,50.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png,Permitted,,,
549,Hisuian Lilligant,Lilligant,Hisuian,5,Common,Grass,Fighting,480.0,70.0,105.0,75.0,50.0,75.0,105.0,https://img.pokemondb.net/s.png,,,,
549,Lilligant,Lilligant,,5,Common,Grass,,480.0,70.0,60.0,75.0,110.0,75.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png,Permitted,-,-,-
550,Basculin White-Striped Form,Basculin,White-Striped Form,5,Common,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,https://img.pokemondb.net/s.png,,,,
550,Basculin Blue-Striped Form,Basculin,Blue-Striped Form,5,Common,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-blue-striped.png,,,,
550,Basculin Red-Striped Form,Basculin,Red-Striped Form,5,Common,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png,,,,
551,Sandile,Sandile,,5,Common,Ground,Dark,292.0,50.0,72.0,35.0,35.0,35.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png,Permitted,,,
552,Krokorok,Krokorok,,5,Common,Ground,Dark,351.0,60.0,82.0,45.0,45.0,45.0,74.0,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png,Permitted,,,
553,Krookodile,Krookodile,,5,Common,Ground,Dark,519.0,95.0,117.0,80.0,65.0,70.0,92.0,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png,Permitted,11,0,138
554,Galarian Darumaka,Darumaka,Galarian,8,Common,Ice,,315.0,70.0,90.0,45.0,15.0,45.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka-galarian.png,Permitted,,,
554,Darumaka,Darumaka,,5,Common,Fire,,315.0,70.0,90.0,45.0,15.0,45.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png,,,,
555,Darmanitan Standard Mode,Darmanitan,Standard Mode,5,Common,Fire,,480.0,105.0,140.0,55.0,30.0,55.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png,,3,0,168
555,Darmanitan Galarian Zen Mode,Darmanitan,Galarian Zen Mode,8,Common,Ice,Fire,540.0,105.0,160.0,55.0,30.0,55.0,135.0,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-zen.png,,,,
555,Darmanitan Galarian Standard Mode,Darmanitan,Galarian Standard Mode,8,Common,Ice,,480.0,105.0,140.0,55.0,30.0,55.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-galarian-standard.png,,15,0,90
555,Darmanitan Zen Mode,Darmanitan,Zen Mode,5,Common,Fire,Psychic,540.0,105.0,30.0,105.0,140.0,105.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-zen.png,,,,
556,Maractus,Maractus,,5,Common,Grass,,461.0,75.0,86.0,67.0,106.0,67.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png,Permitted,-,-,-
557,Dwebble,Dwebble,,5,Common,Bug,Rock,325.0,50.0,65.0,85.0,35.0,35.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png,Permitted,,,
558,Crustle,Crustle,,5,Common,Bug,Rock,485.0,70.0,105.0,125.0,65.0,75.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png,Permitted,-,-,-
559,Scraggy,Scraggy,,5,Common,Dark,Fighting,348.0,50.0,75.0,70.0,35.0,70.0,48.0,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png,Permitted,,,
560,Scrafty,Scrafty,,5,Common,Dark,Fighting,488.0,65.0,90.0,115.0,45.0,115.0,58.0,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png,Permitted,6,0,171
561,Sigilyph,Sigilyph,,5,Common,Psychic,Flying,490.0,72.0,58.0,80.0,103.0,80.0,97.0,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png,Permitted,-,-,-
562,Galarian Yamask,Yamask,Galarian,8,Common,Ground,Ghost,303.0,38.0,55.0,85.0,30.0,65.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/yamask-galarian.png,Permitted,,,
562,Yamask,Yamask,,5,Common,Ghost,,303.0,38.0,30.0,85.0,55.0,65.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png,,,,
563,Cofagrigus,Cofagrigus,,5,Common,Ghost,,483.0,58.0,50.0,145.0,95.0,105.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png,Permitted,-,-,-
564,Tirtouga,Tirtouga,,5,Common,Water,Rock,355.0,54.0,78.0,103.0,53.0,45.0,22.0,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png,Permitted,,,
565,Carracosta,Carracosta,,5,Common,Water,Rock,495.0,74.0,108.0,133.0,83.0,65.0,32.0,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png,Permitted,,,
566,Archen,Archen,,5,Common,Rock,Flying,401.0,55.0,112.0,45.0,74.0,45.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png,Permitted,,,
567,Archeops,Archeops,,5,Common,Rock,Flying,567.0,75.0,140.0,65.0,112.0,65.0,110.0,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png,Permitted,,,
568,Trubbish,Trubbish,,5,Common,Poison,,329.0,50.0,50.0,62.0,40.0,62.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png,Permitted,,,
569,Garbodor Gigantamax,Garbodor,Gigantamax,8,,Poison,,,,,,,,,https://archives.bulbagarden.net/media/upload/f/ff/569GiMS8.png,Gigantamax Allowed,,,
569,Garbodor,Garbodor,,5,Common,Poison,,474.0,80.0,95.0,82.0,60.0,82.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png,Permitted,1,0,210
570,Zorua,Zorua,,5,Common,Dark,,330.0,40.0,65.0,40.0,80.0,40.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png,Permitted,,,
570,Hisuian Zorua,Zorua,Hisuian,5,Common,Normal,Ghost,330.0,35.0,60.0,40.0,85.0,40.0,70.0,https://img.pokemondb.net/s.png,,,,
571,Zoroark,Zoroark,,5,Common,Dark,,510.0,60.0,105.0,60.0,120.0,60.0,105.0,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png,Permitted,-,-,-
571,Hisuian Zoroark,Zoroark,Hisuian,5,Common,Normal,Ghost,510.0,55.0,100.0,60.0,125.0,60.0,110.0,https://img.pokemondb.net/s.png,,,,
572,Minccino,Minccino,,5,Common,Normal,,300.0,55.0,50.0,40.0,40.0,40.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png,Permitted,,,
573,Cinccino,Cinccino,,5,Common,Normal,,470.0,75.0,95.0,60.0,65.0,60.0,115.0,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png,Permitted,3,0,221
574,Gothita,Gothita,,5,Common,Psychic,,290.0,45.0,30.0,50.0,55.0,65.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png,Permitted,,,
575,Gothorita,Gothorita,,5,Common,Psychic,,390.0,60.0,45.0,70.0,75.0,85.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png,Permitted,,,
576,Gothitelle,Gothitelle,,5,Common,Psychic,,490.0,70.0,55.0,95.0,95.0,110.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png,Permitted,20,2,45
577,Solosis,Solosis,,5,Common,Psychic,,290.0,45.0,30.0,40.0,105.0,50.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png,Permitted,,,
578,Duosion,Duosion,,5,Common,Psychic,,370.0,65.0,40.0,50.0,125.0,60.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png,Permitted,,,
579,Reuniclus,Reuniclus,,5,Common,Psychic,,490.0,110.0,65.0,75.0,125.0,85.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png,Permitted,-,-,-
580,Ducklett,Ducklett,,5,Common,Water,Flying,305.0,62.0,44.0,50.0,44.0,50.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png,,,,
581,Swanna,Swanna,,5,Common,Water,Flying,473.0,75.0,87.0,63.0,87.0,63.0,98.0,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png,,,,
582,Vanillite,Vanillite,,5,Common,Ice,,305.0,36.0,50.0,50.0,65.0,60.0,44.0,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png,Permitted,,,
583,Vanillish,Vanillish,,5,Common,Ice,,395.0,51.0,65.0,65.0,80.0,75.0,59.0,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png,Permitted,,,
584,Vanilluxe,Vanilluxe,,5,Common,Ice,,535.0,71.0,95.0,85.0,110.0,95.0,79.0,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png,Permitted,-,-,-
585,Deerling,Deerling,,5,Common,Normal,Grass,335.0,60.0,60.0,50.0,40.0,50.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png,,,,
586,Sawsbuck,Sawsbuck,,5,Common,Normal,Grass,475.0,80.0,100.0,70.0,60.0,70.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png,,,,
587,Emolga,Emolga,,5,Common,Electric,Flying,428.0,55.0,75.0,60.0,75.0,60.0,103.0,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png,Permitted,-,-,-
588,Karrablast,Karrablast,,5,Common,Bug,,315.0,50.0,75.0,45.0,40.0,45.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png,Permitted,,,
589,Escavalier,Escavalier,,5,Common,Bug,Steel,495.0,70.0,135.0,105.0,60.0,105.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png,Permitted,9,0,109
590,Foongus,Foongus,,5,Common,Grass,Poison,294.0,69.0,55.0,45.0,55.0,55.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png,Permitted,,,
591,Amoonguss,Amoonguss,,5,Common,Grass,Poison,464.0,114.0,85.0,70.0,85.0,80.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png,Permitted,350,18,13
592,Frillish,Frillish,,5,Common,Water,Ghost,335.0,55.0,40.0,50.0,65.0,85.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png,Permitted,,,
593,Jellicent,Jellicent,,5,Common,Water,Ghost,480.0,100.0,60.0,70.0,85.0,105.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png,Permitted,6,0,161
594,Alomomola,Alomomola,,5,Common,Water,,470.0,165.0,75.0,80.0,40.0,45.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png,,,,
595,Joltik,Joltik,,5,Common,Bug,Electric,319.0,50.0,47.0,50.0,57.0,50.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png,Permitted,,,
