,NationalPokedexNumber,Name,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,Variant,image_url
793,663,Talonflame,6,Common,Fire,Flying,499,78,81,71,74,69,126,,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png
794,664,Scatterbug,6,Common,Bug,,200,38,35,40,27,25,35,,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png
795,665,Spewpa,6,Common,Bug,,213,45,22,60,27,30,29,,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png
796,666,Vivillon,6,Common,Bug,Flying,411,80,52,50,90,50,89,,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png
797,667,Litleo,6,Common,Fire,Normal,369,62,50,58,73,54,72,,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png
798,668,Pyroar,6,Common,Fire,Normal,507,86,68,72,109,66,106,,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png
799,669,Flabébé,6,Common,Fairy,,303,44,38,39,61,79,42,,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png
800,670,Floette,6,Common,Fairy,,371,54,45,47,75,98,52,,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png
801,671,Florges,6,Common,Fairy,,552,78,65,68,112,154,75,,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png
802,672,Skiddo,6,Common,Grass,,350,66,65,48,62,57,52,,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png
803,673,Gogoat,6,Common,Grass,,531,123,100,62,97,81,68,,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png
804,674,Pancham,6,Common,Fighting,,348,67,82,62,46,48,43,,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png
805,675,Pangoro,6,Common,Fighting,Dark,495,95,124,78,69,71,58,,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png
806,676,Furfrou,6,Common,Normal,,472,75,80,60,65,90,102,,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png
807,677,Espurr,6,Common,Psychic,,355,62,48,54,63,60,68,,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png
808,678,Meowstic,6,Common,Psychic,,466,74,48,76,83,81,104,Male,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-male.png
809,678,Meowstic,6,Common,Psychic,,466,74,48,76,83,81,104,Female,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic-female.png
810,679,Honedge,6,Common,Steel,Ghost,325,45,80,100,35,37,28,,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png
811,680,Doublade,6,Common,Steel,Ghost,448,59,110,150,45,49,35,,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png
812,681,Aegislash,6,Common,Steel,Ghost,500,60,50,140,50,140,60,Shield Forme,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-shield.png
813,681,Aegislash,6,Common,Steel,Ghost,500,60,140,50,140,50,60,Blade Forme,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash-blade.png
814,682,Spritzee,6,Common,Fairy,,341,78,52,60,63,65,23,,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png
815,683,Aromatisse,6,Common,Fairy,,462,101,72,72,99,89,29,,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png
816,684,Swirlix,6,Common,Fairy,,341,62,48,66,59,57,49,,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png
817,685,Slurpuff,6,Common,Fairy,,480,82,80,86,85,75,72,,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png
818,686,Inkay,6,Common,Dark,Psychic,288,53,54,53,37,46,45,,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png
819,687,Malamar,6,Common,Dark,Psychic,482,86,92,88,68,75,73,,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png
820,688,Binacle,6,Common,Rock,Water,306,42,52,67,39,56,50,,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png
821,689,Barbaracle,6,Common,Rock,Water,500,72,105,115,54,86,68,,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png
822,690,Skrelp,6,Common,Poison,Water,320,50,60,60,60,60,30,,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png
823,691,Dragalge,6,Common,Poison,Dragon,494,65,75,90,97,123,44,,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png
824,692,Clauncher,6,Common,Water,,330,50,53,62,58,63,44,,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png
825,693,Clawitzer,6,Common,Water,,500,71,73,88,120,89,59,,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png
826,694,Helioptile,6,Common,Electric,Normal,289,44,38,33,61,43,70,,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png
827,695,Heliolisk,6,Common,Electric,Normal,481,62,55,52,109,94,109,,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png
828,696,Tyrunt,6,Common,Rock,Dragon,362,58,89,77,45,45,48,,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png
829,697,Tyrantrum,6,Common,Rock,Dragon,521,82,121,119,69,59,71,,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png
830,698,Amaura,6,Common,Rock,Ice,362,77,59,50,67,63,46,,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png
831,699,Aurorus,6,Common,Rock,Ice,521,123,77,72,99,92,58,,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png
832,700,Sylveon,6,Common,Fairy,,525,95,65,65,110,130,60,,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png
833,701,Hawlucha,6,Common,Fighting,Flying,500,78,92,75,74,63,118,,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png
834,702,Dedenne,6,Common,Electric,Fairy,431,67,58,57,81,67,101,,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png
835,703,Carbink,6,Common,Rock,Fairy,500,50,50,150,50,150,50,,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png
836,704,Goomy,6,Common,Dragon,,300,45,50,35,55,75,40,,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png
837,705,Sliggoo,6,Common,Dragon,,452,68,75,53,83,113,60,,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png
838,705,Sliggoo,6,Common,Dragon,Steel,452,58,75,83,83,113,40,Hisuian Sliggoo,https://img.pokemondb.net/s.png
839,706,Goodra,6,Common,Dragon,,600,90,100,70,110,150,80,,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png
840,706,Goodra,6,Common,Dragon,Steel,600,80,100,100,110,150,60,Hisuian Goodra,https://img.pokemondb.net/s.png
841,707,Klefki,6,Common,Steel,Fairy,470,57,80,91,80,87,75,,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png
842,708,Phantump,6,Common,Ghost,Grass,309,43,70,48,50,60,38,,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png
843,709,Trevenant,6,Common,Ghost,Grass,474,85,110,76,65,82,56,,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png
844,710,Pumpkaboo,6,Common,Ghost,Grass,335,49,66,70,44,55,51,Average Size,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-average.png
845,710,Pumpkaboo,6,Common,Ghost,Grass,335,44,66,70,44,55,56,Small Size,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-small.png
846,710,Pumpkaboo,6,Common,Ghost,Grass,335,54,66,70,44,55,46,Large Size,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-large.png
847,710,Pumpkaboo,6,Common,Ghost,Grass,335,59,66,70,44,55,41,Super Size,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo-super.png
848,711,Gourgeist,6,Common,Ghost,Grass,494,65,90,122,58,75,84,Average Size,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-average.png
849,711,Gourgeist,6,Common,Ghost,Grass,494,55,85,122,58,75,99,Small Size,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-small.png
850,711,Gourgeist,6,Common,Ghost,Grass,494,75,95,122,58,75,69,Large Size,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-large.png
851,711,Gourgeist,6,Common,Ghost,Grass,494,85,100,122,58,75,54,Super Size,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist-super.png
852,712,Bergmite,6,Common,Ice,,304,55,69,85,32,35,28,,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png
853,713,Avalugg,6,Common,Ice,,514,95,117,184,44,46,28,,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png
854,713,Avalugg,6,Common,Ice,Rock,514,95,127,184,34,36,38,Hisuian Avalugg,https://img.pokemondb.net/s.png
855,714,Noibat,6,Common,Flying,Dragon,245,40,30,35,45,40,55,,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png
856,715,Noivern,6,Common,Flying,Dragon,535,85,70,80,97,80,123,,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png
857,716,Xerneas,6,Legendary,Fairy,,680,126,131,95,131,98,99,,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png
858,717,Yveltal,6,Legendary,Dark,Flying,680,126,131,95,131,98,99,,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png
859,718,Zygarde,6,Legendary,Dragon,Ground,600,108,100,121,81,95,95,50% Forme,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-50.png
860,718,Zygarde,6,Legendary,Dragon,Ground,486,54,100,71,61,85,115,10% Forme,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-10.png
861,718,Zygarde,6,Legendary,Dragon,Ground,708,216,100,121,91,95,85,Complete Forme,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde-complete.png
862,719,Diancie,6,Mythical,Rock,Fairy,600,50,100,150,100,150,50,,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png
863,719,Diancie,6,Mythical,Rock,Fairy,700,50,160,110,160,110,110,Mega Diancie,https://img.pokemondb.net/sprites/sword-shield/icon/diancie-mega.png
864,720,Hoopa,6,Mythical,Psychic,Ghost,600,80,110,60,150,130,70,Hoopa Confined,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-confined.png
865,720,Hoopa,6,Mythical,Psychic,Dark,680,80,160,60,170,130,80,Hoopa Unbound,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa-unbound.png
866,721,Volcanion,6,Mythical,Fire,Water,600,80,110,120,130,90,70,,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png
867,722,Rowlet,7,Common,Grass,Flying,320,68,55,55,50,50,42,,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png
868,723,Dartrix,7,Common,Grass,Flying,420,78,75,75,70,70,52,,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png
869,724,Decidueye,7,Common,Grass,Ghost,530,78,107,75,100,100,70,,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png
870,724,Decidueye,7,Common,Grass,Fighting,530,88,112,80,95,95,60,Hisuian Decidueye,https://img.pokemondb.net/s.png
871,725,Litten,7,Common,Fire,,320,45,65,40,60,40,70,,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png
872,726,Torracat,7,Common,Fire,,420,65,85,50,80,50,90,,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png
873,727,Incineroar,7,Common,Fire,Dark,530,95,115,90,80,90,60,,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png
874,728,Popplio,7,Common,Water,,320,50,54,54,66,56,40,,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png
875,729,Brionne,7,Common,Water,,420,60,69,69,91,81,50,,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png
876,730,Primarina,7,Common,Water,Fairy,530,80,74,74,126,116,60,,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png
877,731,Pikipek,7,Common,Normal,Flying,265,35,75,30,30,30,65,,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png
878,732,Trumbeak,7,Common,Normal,Flying,355,55,85,50,40,50,75,,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png
879,733,Toucannon,7,Common,Normal,Flying,485,80,120,75,75,75,60,,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png
880,734,Yungoos,7,Common,Normal,,253,48,70,30,30,30,45,,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png
881,735,Gumshoos,7,Common,Normal,,418,88,110,60,55,60,45,,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png
882,736,Grubbin,7,Common,Bug,,300,47,62,45,55,45,46,,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png
883,737,Charjabug,7,Common,Bug,Electric,400,57,82,95,55,75,36,,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png
884,738,Vikavolt,7,Common,Bug,Electric,500,77,70,90,145,75,43,,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png
885,739,Crabrawler,7,Common,Fighting,,338,47,82,57,42,47,63,,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png
886,740,Crabominable,7,Common,Fighting,Ice,478,97,132,77,62,67,43,,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png
887,741,Oricorio,7,Common,Fire,Flying,476,75,70,70,98,70,93,Baile Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png
888,741,Oricorio,7,Common,Electric,Flying,476,75,70,70,98,70,93,Pom-Pom Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png
889,741,Oricorio,7,Common,Psychic,Flying,476,75,70,70,98,70,93,Pa'u Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png
890,741,Oricorio,7,Common,Ghost,Flying,476,75,70,70,98,70,93,Sensu Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png
891,742,Cutiefly,7,Common,Bug,Fairy,304,40,45,40,55,40,84,,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png
892,743,Ribombee,7,Common,Bug,Fairy,464,60,55,60,95,70,124,,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png
893,744,Rockruff,7,Common,Rock,,280,45,65,40,30,40,60,,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png
894,744,Rockruff,7,Common,Rock,,280,45,65,40,30,40,60,Own Tempo Rockruff,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png
895,745,Lycanroc,7,Common,Rock,,487,75,115,65,55,65,112,Midday Form,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png
896,745,Lycanroc,7,Common,Rock,,487,85,115,75,55,75,82,Midnight Form,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png
897,745,Lycanroc,7,Common,Rock,,487,75,117,65,55,65,110,Dusk Form,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png
898,746,Wishiwashi,7,Common,Water,,175,45,20,20,25,25,40,Solo Form,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png
899,746,Wishiwashi,7,Common,Water,,620,45,140,130,140,135,30,School Form,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png
900,747,Mareanie,7,Common,Poison,Water,305,50,53,62,43,52,45,,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png
901,748,Toxapex,7,Common,Poison,Water,495,50,63,152,53,142,35,,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png
902,749,Mudbray,7,Common,Ground,,385,70,100,70,45,55,45,,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png
903,750,Mudsdale,7,Common,Ground,,500,100,125,100,55,85,35,,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png
904,751,Dewpider,7,Common,Water,Bug,269,38,40,52,40,72,27,,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png
905,752,Araquanid,7,Common,Water,Bug,454,68,70,92,50,132,42,,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png
906,753,Fomantis,7,Common,Grass,,250,40,55,35,50,35,35,,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png
907,754,Lurantis,7,Common,Grass,,480,70,105,90,80,90,45,,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png
908,755,Morelull,7,Common,Grass,Fairy,285,40,35,55,65,75,15,,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png
909,756,Shiinotic,7,Common,Grass,Fairy,405,60,45,80,90,100,30,,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png
910,757,Salandit,7,Common,Poison,Fire,320,48,44,40,71,40,77,,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png
911,758,Salazzle,7,Common,Poison,Fire,480,68,64,60,111,60,117,,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png
912,759,Stufful,7,Common,Normal,Fighting,340,70,75,50,45,50,50,,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png
913,760,Bewear,7,Common,Normal,Fighting,500,120,125,80,55,60,60,,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png
914,761,Bounsweet,7,Common,Grass,,210,42,30,38,30,38,32,,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png
915,762,Steenee,7,Common,Grass,,290,52,40,48,40,48,62,,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png
916,763,Tsareena,7,Common,Grass,,510,72,120,98,50,98,72,,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png
917,764,Comfey,7,Common,Fairy,,485,51,52,90,82,110,100,,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png
918,765,Oranguru,7,Common,Normal,Psychic,490,90,60,80,90,110,60,,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png
919,766,Passimian,7,Common,Fighting,,490,100,120,90,40,60,80,,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png
920,767,Wimpod,7,Common,Bug,Water,230,25,35,40,20,30,80,,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png
921,768,Golisopod,7,Common,Bug,Water,530,75,125,140,60,90,40,,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png
922,769,Sandygast,7,Common,Ghost,Ground,320,55,55,80,70,45,15,,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png
923,770,Palossand,7,Common,Ghost,Ground,480,85,75,110,100,75,35,,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png
924,771,Pyukumuku,7,Common,Water,,410,55,60,130,30,130,5,,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png
925,772,Type:,7,Common,Normal,,534,95,95,95,95,95,59,Null,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png
926,773,Silvally,7,Common,Normal,,570,95,95,95,95,95,95,,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png
927,774,Minior,7,Common,Rock,Flying,440,60,60,100,60,100,60,Meteor Form,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png
928,774,Minior,7,Common,Rock,Flying,500,60,100,60,100,60,120,Core Form,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png
929,775,Komala,7,Common,Normal,,480,65,115,65,75,95,65,,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png
930,776,Turtonator,7,Common,Fire,Dragon,485,60,78,135,91,85,36,,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png
931,777,Togedemaru,7,Common,Electric,Steel,435,65,98,63,40,73,96,,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png
932,778,Mimikyu,7,Common,Ghost,Fairy,476,55,90,80,50,105,96,,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png
933,779,Bruxish,7,Common,Water,Psychic,475,68,105,70,70,70,92,,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png
934,780,Drampa,7,Common,Normal,Dragon,485,78,60,85,135,91,36,,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png
935,781,Dhelmise,7,Common,Ghost,Grass,517,70,131,100,86,90,40,,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png
936,782,Jangmo-o,7,Common,Dragon,,300,45,55,65,45,45,45,,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png
937,783,Hakamo-o,7,Common,Dragon,Fighting,420,55,75,90,65,70,65,,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png
938,784,Kommo-o,7,Common,Dragon,Fighting,600,75,110,125,100,105,85,,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png
939,785,Tapu,7,Legendary,Electric,Fairy,570,70,115,85,95,75,130,Koko,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png
940,786,Tapu,7,Legendary,Psychic,Fairy,570,70,85,75,130,115,95,Lele,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png
941,787,Tapu,7,Legendary,Grass,Fairy,570,70,130,115,85,95,75,Bulu,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png
942,788,Tapu,7,Legendary,Water,Fairy,570,70,75,115,95,130,85,Fini,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png
943,789,Cosmog,7,Legendary,Psychic,,200,43,29,31,29,31,37,,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png
944,790,Cosmoem,7,Legendary,Psychic,,400,43,29,131,29,131,37,,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png
945,791,Solgaleo,7,Legendary,Psychic,Steel,680,137,137,107,113,89,97,,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png
946,792,Lunala,7,Legendary,Psychic,Ghost,680,137,113,89,137,107,97,,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png
947,793,Nihilego,7,Common,Rock,Poison,570,109,53,47,127,131,103,,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png
948,794,Buzzwole,7,Common,Bug,Fighting,570,107,139,139,53,53,79,,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png
949,795,Pheromosa,7,Common,Bug,Fighting,570,71,137,37,137,37,151,,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png
950,796,Xurkitree,7,Common,Electric,,570,83,89,71,173,71,83,,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png
951,797,Celesteela,7,Common,Steel,Flying,570,97,101,103,107,101,61,,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png
952,798,Kartana,7,Common,Grass,Steel,570,59,181,131,59,31,109,,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png
953,799,Guzzlord,7,Common,Dark,Dragon,570,223,101,53,97,53,43,,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png
954,800,Necrozma,7,Legendary,Psychic,,600,97,107,101,127,89,79,,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png
955,800,Necrozma,7,Legendary,Psychic,Steel,680,97,157,127,113,109,77,Dusk Mane Necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png
956,800,Necrozma,7,Legendary,Psychic,Ghost,680,97,113,109,157,127,77,Dawn Wings Necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png
957,800,Necrozma,7,Legendary,Psychic,Dragon,754,97,167,97,167,97,129,Ultra Necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png
958,801,Magearna,7,Mythical,Steel,Fairy,600,80,95,115,130,115,65,,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png
959,802,Marshadow,7,Mythical,Fighting,Ghost,600,90,125,80,90,90,125,,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png
960,803,Poipole,7,Common,Poison,,420,67,73,67,73,67,73,,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png
961,804,Naganadel,7,Common,Poison,Dragon,540,73,73,73,127,73,121,,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png
962,805,Stakataka,7,Common,Rock,Steel,570,61,131,211,53,101,13,,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png
963,806,Blacephalon,7,Common,Fire,Ghost,570,53,127,53,151,79,107,,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png
964,807,Zeraora,7,Mythical,Electric,,600,88,112,75,102,80,143,,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png
965,808,Meltan,7,Mythical,Steel,,300,46,65,65,55,35,34,,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png
966,809,Melmetal,7,Mythical,Steel,,600,135,143,143,80,65,34,,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png
967,810,Grookey,8,Common,Grass,,310,50,65,50,40,40,65,,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png
968,811,Thwackey,8,Common,Grass,,420,70,85,70,55,60,80,,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png
969,812,Rillaboom,8,Common,Grass,,530,100,125,90,60,70,85,,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png
970,813,Scorbunny,8,Common,Fire,,310,50,71,40,40,40,69,,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png
971,814,Raboot,8,Common,Fire,,420,65,86,60,55,60,94,,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png
972,815,Cinderace,8,Common,Fire,,530,80,116,75,65,75,119,,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png
973,816,Sobble,8,Common,Water,,310,50,40,40,70,40,70,,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png
974,817,Drizzile,8,Common,Water,,420,65,60,55,95,55,90,,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png
975,818,Inteleon,8,Common,Water,,530,70,85,65,125,65,120,,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png
976,819,Skwovet,8,Common,Normal,,275,70,55,55,35,35,25,,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png
977,820,Greedent,8,Common,Normal,,460,120,95,95,55,75,20,,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png
978,821,Rookidee,8,Common,Flying,,245,38,47,35,33,35,57,,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png
979,822,Corvisquire,8,Common,Flying,,365,68,67,55,43,55,77,,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png
980,823,Corviknight,8,Common,Flying,Steel,495,98,87,105,53,85,67,,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png
981,824,Blipbug,8,Common,Bug,,180,25,20,20,25,45,45,,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png
982,825,Dottler,8,Common,Bug,Psychic,335,50,35,80,50,90,30,,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png
983,826,Orbeetle,8,Common,Bug,Psychic,505,60,45,110,80,120,90,,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png
984,827,Nickit,8,Common,Dark,,245,40,28,28,47,52,50,,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png
985,828,Thievul,8,Common,Dark,,455,70,58,58,87,92,90,,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png
986,829,Gossifleur,8,Common,Grass,,250,40,40,60,40,60,10,,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png
987,830,Eldegoss,8,Common,Grass,,460,60,50,90,80,120,60,,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png
988,831,Wooloo,8,Common,Normal,,270,42,40,55,40,45,48,,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png
